embryoId,stage,cellType,mtX,mtY,mtZ
68,13.5,Epithelial_cells,1.12020631,1.37665333,0.75050124
68,13.5,Excitatory_neurons,0.24617118,1.30757131,1.20910252
68,13.5,Inhibitory_neurons,0.10856348,1.11962790,1.32049237
68,13.5,Oligodendrocyte_Progenitors,1.57447812,1.23915701,1.40967672
68,13.5,Myocytes,0.30012477,0.33169082,1.03846683
68,13.5,Connective_tissue_progenitors,1.17204797,1.54622674,1.19545199
68,13.5,Isthmic_organizer_cells,1.85663024,1.12728153,0.74533059
68,13.5,Neural_progenitor_cells,1.14811759,1.03853789,0.93425211
68,13.5,Epithelial_cells,1.01403365,1.09967196,1.56098653
68,13.5,Intermediate_Mesoderm,1.16797275,1.52945827,1.79039002
68,13.5,Inhibitory_interneurons,1.70878781,0.66283697,1.00527377
68,13.5,Connective_tissue_progenitors,1.35145943,1.43036558,1.02559005
68,13.5,Connective_tissue_progenitors,1.27982458,1.62524750,1.19053574
68,13.5,Definitive_erythroid_lineage,1.17235954,2.28014252,1.78537298
68,13.5,Connective_tissue_progenitors,1.26524584,1.60461933,1.11473227
68,13.5,Connective_tissue_progenitors,1.29967885,1.52350489,1.09623419
68,13.5,Excitatory_neurons,0.51473737,1.56946390,0.13898237
68,13.5,Myocytes,0.08109661,1.41477634,1.13965949
68,13.5,Hepatocytes,1.89166977,2.88289463,2.36292949
68,13.5,Connective_tissue_progenitors,1.25990879,1.57009731,1.11810973
68,13.5,Postmitotic_premature_neurons,0.31340001,1.11702405,0.96526648
68,13.5,Epithelial_cells,0.92115434,1.08153162,1.90104996
68,13.5,Intermediate_Mesoderm,1.15830366,0.92046002,0.69753491
68,13.5,Sensory_neurons,1.20955390,1.17200719,1.59054740
68,13.5,Excitatory_neurons,0.11679639,1.15752495,1.01606915
68,13.5,Granule_neurons,0.68422054,1.72148397,1.45717150
68,13.5,White_blood_cells,1.26374603,1.70066312,1.31227685
68,13.5,Intermediate_Mesoderm,1.30813767,1.50486521,1.96416155
68,13.5,Hepatocytes,2.45788852,2.84618810,2.35354650
68,13.5,Definitive_erythroid_lineage,1.22130227,2.28247232,1.88401170
68,13.5,Granule_neurons,0.71721563,1.70612283,1.45421166
68,13.5,Connective_tissue_progenitors,1.25819344,1.49979383,1.10488808
68,13.5,Connective_tissue_progenitors,1.28757572,1.62003529,1.09383487
68,13.5,Chondrocytes_&_osteoblasts,1.36564997,1.46166751,0.93116379
68,13.5,Schwann_cell_precursor,2.45515440,1.29550815,3.02669141
68,13.5,Excitatory_neurons,0.40184771,1.30974672,0.95040616
68,13.5,Myocytes,0.21248895,0.39281518,0.97341119
68,13.5,Connective_tissue_progenitors,1.23741371,1.65605798,1.20106237
68,13.5,White_blood_cells,1.17036905,0.95195677,1.60075220
68,13.5,Oligodendrocyte_Progenitors,1.51134475,1.34541011,1.64019467
68,13.5,Chondrocytes_&_osteoblasts,1.39020392,1.38470827,0.92093277
68,13.5,Intermediate_Mesoderm,1.16316894,1.27245715,1.95924125
68,13.5,Excitatory_neurons,0.21228410,1.28277576,1.18291154
68,13.5,Hepatocytes,1.81281293,2.93429494,2.01539178
68,13.5,Granule_neurons,0.59658559,1.75399668,1.46095966
68,13.5,Excitatory_neurons,0.16414274,1.04074240,0.85442221
68,13.5,Inhibitory_neurons,0.03400900,0.75115368,1.42396530
68,13.5,Jaw_and_tooth_progenitors,0.86999558,1.35150648,0.99901705
68,13.5,Megakaryocytes,1.43753313,1.44973645,1.72354302
68,13.5,Excitatory_neurons,0.25265717,1.32937120,1.09269352
68,13.5,Connective_tissue_progenitors,1.41229072,1.16606925,0.97198062
